Título,Vínculo,Fecha,Contenido,longitud_contenido,resumen
¿Cómo saber si soy beneficiario de una cuenta bancaria que no conozco?,https://expansion.mx/finanzas-personales/2024/02/28/como-saber-si-soy-beneficiario-cuenta-bancaria,29 de febrero del 2024,Puede que seas un beneficiario de una cuenta de depósito y no lo sabes. Aquí te explicamos cómo averiguar si es tu caso y cómo retirar el dinero.,145,La noticia informa que muchas personas podrían ser beneficiarias de cuentas de depósito sin tener conocimiento de ello. Se ofrecen pasos para averiguar si uno es beneficiario de tales cuentas y se dan instrucciones sobre cómo retirar el dinero correspondiente. La información busca ayudar a las personas a descubrir posibles fondos que pudieran estar disponibles para ellas.
Condena Sheinbaum liberación de delincuentes,https://www.reforma.com/condena-sheinbaum-liberacion-de-delincuentes/ar2800755,01 de mayo del 2024,"Tras la excarcelación del hermano de 'El Mencho', la candidata Claudia Sheinbaum condenó la liberación de delincuentes.",119,"La candidata Claudia Sheinbaum expresó su rechazo ante la reciente excarcelación del hermano de 'El Mencho', un reconocido líder del crimen organizado. Sheinbaum condenó la liberación de delincuentes, subrayando la preocupación por la seguridad y el impacto que estas decisiones pueden tener en la sociedad. Su declaración refleja un firme posicionamiento en contra de la impunidad y la necesidad de fortalecer la lucha contra el crimen."
Reconoce Cohen que mintió por Donald Trump,https://www.reforma.com/reconoce-cohen-que-mintio-por-donald-trump/ar2806751,13 de mayo del 2024,"Michael Cohen, ex abogado de Donald Trump, testificó en un juicio contra el ex Presidente. Esto fue lo que dijo:",112,"Michael Cohen, el ex abogado de Donald Trump, testificó en un juicio en el que se presenta evidencia en contra del ex Presidente. Durante su declaración, Cohen ofreció detalles sobre su relación profesional con Trump y las acciones que llevaron a la situación legal actual. Su testimonio es clave para el caso en curso, donde se analizan posibles irregularidades en las finanzas y negocios de Trump."
Deja tiroteo por Aid al Fitr 3 heridos  en Filadelfia,https://www.reforma.com/deja-tiroteo-por-aid-al-fitr-3-heridos-en-filadelfia/ar2788033,10 de abril del 2024,Un tiroteo en una celebración por el fin del Ramadán dejó al menos tres heridos y cinco detenidos en Filadelfia.,112,"Un tiroteo ocurrido durante una celebración por el fin del Ramadán en Filadelfia resultó en al menos tres personas heridas. Las autoridades han detenido a cinco individuos en relación con el incidente. La situación ha generado preocupación en la comunidad, que se encontraba celebrando un evento significativo."
¿Puede Bukele 'arreglar' la crisis  de Haití?,https://www.reforma.com/puede-bukele-arreglar-la-crisis-de-haiti/ar2772151,12 de marzo del 2024,El Presidente Nayib Bukele se ofreció a 'arreglar' la crisis de inseguridad y violencia provocada por las pandillas en Haití... ¿podría?,136,"El Presidente de El Salvador, Nayib Bukele, ha ofrecido su ayuda para abordar la crisis de inseguridad y violencia en Haití, que ha sido provocada por la actividad de pandillas. Bukele, conocido por su enfoque en la lucha contra las pandillas en su propio país, ha planteado la posibilidad de implementar estrategias similares en Haití. Sin embargo, la efectividad de esta oferta y la viabilidad de su implementación en un contexto tan complejo como el haitiano son temas de debate."
Periférico: la vía con más hechos viales letales en CDMX,https://www.reforma.com/periferico-la-via-con-mas-hechos-viales-letales-en-cdmx/ar2746697,26 de enero del 2024,El Anillo Periférico fue la vía que concentró la mayoría de los hechos viales con víctimas mortales en 2023.,108,"En 2023, el Anillo Periférico se destacó como la carretera con la mayor concentración de accidentes viales que resultaron en víctimas mortales. Este dato resalta la necesidad de mejorar la seguridad en esta importante vía de comunicación."
Captan 'foto genómica' de México,https://www.reforma.com/captan-foto-genomica-de-mexico/ar2747923,28 de enero del 2024,"Surge el Biobanco Mexicano, primera base de datos nacional que revela el perfil del ADN de la población, liderado por Andrés Moreno Estrada.",140,"Se ha establecido el Biobanco Mexicano, la primera base de datos nacional que tiene como objetivo revelar el perfil del ADN de la población mexicana. Este proyecto está liderado por Andrés Moreno Estrada y busca recopilar información genética para mejorar la salud pública y la investigación médica en el país. El biobanco permitirá un mejor entendimiento de las características genéticas de la población, lo que podría contribuir a avances en tratamientos y prevención de enfermedades."
"Llegan vacunas a Morelos, Hidalgo y Puebla",http://www.reforma.com/llegan-vacunas-a-morelos-hidalgo-y-puebla/ar2104440,12 de enero del 2021,"Las vacunas contra el Covid-19 comenzaron a llegar a entidades cercanas a la CDMX como Morelos, Hidalgo, Puebla y Tlaxcala.",123,"Las vacunas contra el Covid-19 han comenzado a ser distribuidas en estados cercanos a la Ciudad de México, incluyendo Morelos, Hidalgo, Puebla y Tlaxcala. Esta medida forma parte de los esfuerzos para avanzar en la inmunización de la población en la región."
Muere motociclista tras choque en la Vía Morelos,https://www.reforma.com/muere-motociclista-tras-choque-en-la-via-morelos/ar2811450,21 de mayo del 2024,"Un motociclista falleció tras un choque contra un automóvil en la Vía Morelos, a unos pasos de la agencia del ministerio público.",129,"Un motociclista perdió la vida tras colisionar con un automóvil en la Vía Morelos, cerca de una agencia del ministerio público."
Propone Taboada dar certeza jurídica a empresarios,https://www.reforma.com/propone-taboada-dar-certeza-juridica-a-empresarios/ar2770144,08 de marzo del 2024,"Durante un encuentro con integrantes del Club de Industriales, Santiago Taboada, destacó la importancia del sector empresarial.",127,"Durante un encuentro con el Club de Industriales, Santiago Taboada subrayó la relevancia del sector empresarial en la economía. Resaltó su papel fundamental en el desarrollo y crecimiento del país, así como la necesidad de fomentar un ambiente favorable para los negocios."
Lanza reto ex Gobernador de Nayarit a Máynez por spot,https://www.reforma.com/lanza-reto-ex-gobernador-de-nayarit-a-maynez-por-spot/ar2773735,14 de marzo del 2024,"Antonio Echevarría, ex Gobernador de Nayarit, retó a Álvarez Máynez a ser evaluados por agencias internacionales contra drogas y lavado.",136,"Antonio Echevarría, ex Gobernador de Nayarit, desafió a Álvarez Máynez a someterse a una evaluación por parte de agencias internacionales en relación con la lucha contra las drogas y el lavado de dinero. Este reto surge en el contexto de la discusión sobre la transparencia y la rendición de cuentas en la política y la gestión pública. Echevarría busca poner a prueba la integridad y las acciones de su oponente en estos temas sensibles."
Proyectan 'ciudad' en EU junto a NL,https://www.reforma.com/proyectan-ciudad-en-eu-junto-a-nl/ar2807779,15 de mayo del 2024,"Familia estadounidense presentará proyecto de una nueva ""ciudad"" en en Texas que estará a 15 minutos de NL.",107,"Una familia estadounidense ha anunciado su intención de desarrollar un nuevo proyecto urbano en Texas, que estará ubicado a solo 15 minutos de Nuevo León, México. Este proyecto busca crear una ""ciudad"" que ofrezca nuevas oportunidades de vivienda y desarrollo, aprovechando la proximidad a la frontera. Aunque se han compartido pocos detalles sobre el alcance del proyecto, se espera que genere interés por su ubicación estratégica y potencial de crecimiento."
Se desploma población de mariposas monarca que hiberna en México,https://expansion.mx/tendencias/2024/02/08/se-desploma-poblacion-de-mariposas-monarca-que-hiberna-en-mexico,08 de febrero del 2024,"El cambio climático, el uso de pesticidas y la degradación de bosques afectan de manera severa a la mariposa monarca que migra hacia México.",140,"El cambio climático, el uso de pesticidas y la degradación de bosques están impactando negativamente a la mariposa monarca, que realiza su migración hacia México. Estas amenazas han provocado una disminución en su población y ponen en riesgo su hábitat crítico, lo que podría afectar su ciclo migratorio y reproducción. La situación requiere atención urgente para conservar esta especie emblemática."
Urgen a Xóchitl Gálvez plan para ciencia,https://www.reforma.com/urgen-a-xochitl-galvez-plan-para-ciencia/ar2776682,20 de marzo del 2024,"En un encuentro con la comunidad científica y cultural, la candidata Xóchitl Gálvez fue cuestionada sobre su plan de política científica.",137,"En una reunión con miembros de la comunidad científica y cultural, la candidata Xóchitl Gálvez abordó su plan de política científica. Durante el encuentro, fue interrogada sobre sus propuestas y estrategias para fomentar la investigación y el desarrollo en el país."
Incendios forestales en México: Quemas agrícolas provocan un tercio de los siniestros,https://www.elfinanciero.com.mx/nacional/2024/05/12/incendios-forestales-en-mexico-quemas-agricolas-provocan-un-tercio-de-los-siniestros/,12 de mayo del 2024,"México ha registrado este año al menos 3,517 incendios forestales en los 32 estados del país.",93,"En México, se han registrado al menos 3,517 incendios forestales en lo que va del año, afectando a los 32 estados del país. Este incremento en los incendios destaca la problemática de la gestión del fuego y la necesidad de medidas efectivas para prevenir y controlar estas situaciones."
Se manifiestan por abuso sexual y fallo de juez en Naucalpan,https://www.reforma.com/se-manifiestan-por-abuso-sexual-y-fallo-de-juez-en-naucalpan/ar2764337,27 de febrero del 2024,"Familiares e integrantes de asociaciones civiles se manifiestan en Periférico Norte, en Naucalpan, por el abuso sexual que sufrió una menor.",140,"Familiares y miembros de asociaciones civiles se manifestaron en Periférico Norte, en Naucalpan, para protestar contra el abuso sexual que sufrió una menor. La movilización busca visibilizar el caso y exigir justicia, así como medidas para prevenir y sancionar este tipo de delitos."
El déficit comercial de EU se reduce en 2023 a su nivel más bajo en tres años,https://expansion.mx/economia/2024/02/07/estados-unidos-compra-mas-importaciones-mexico-china,07 de febrero del 2024,"Para el año pasado el déficit se ubicó en 773,400 millones de dólares, cayendo 18.7% respecto de los 951,200 millones registrados en 2022.",138,"El déficit del año pasado fue de 773,400 millones de dólares, lo que representa una disminución del 18.7% en comparación con los 951,200 millones de dólares del año 2022."
Avanza creación de empleo formal a menor ritmo que en 2022,https://www.reforma.com/avanza-creacion-de-empleo-formal-a-menor-ritmo-que-en-2022/ar2705979,06 de noviembre del 2023,"De enero a octubre, la generación de puestos de trabajo afiliados al IMSS fue de 929 mil 794, contra 997 mil 178 en igual lapso de 2022.",136,"De enero a octubre de este año, se generaron 929,794 nuevos puestos de trabajo afiliados al IMSS, lo que representa una disminución en comparación con los 997,178 empleos creados en el mismo periodo de 2022."
Acusan mexicanos varados en Dubai desatención de Embajada,https://www.reforma.com/acusan-mexicanos-varados-en-dubai-desatencion-de-embajada/ar2793939,19 de abril del 2024,Mexicanos acusan desatención de autoridades del País cuando buscaban su ayuda por las lluvias que afectaron sus vuelos en Dubai.,128,"Mexicanos que se encontraban en Dubai han expresado su frustración por la falta de atención y apoyo por parte de las autoridades de México, tras haber solicitado ayuda debido a las cancelaciones de vuelos ocasionadas por fuertes lluvias en la región. Los afectados señalaron que, a pesar de sus intentos por comunicarse con las embajadas y consulados, no recibieron la asistencia necesaria para manejar la situación. La queja resalta la necesidad de una mejor respuesta y apoyo por parte del gobierno mexicano en situaciones de emergencia en el extranjero."
Defiende Sedadu contrato para estadio de Pío: lo usa pueblo,http://www.reforma.com/defiende-sedadu-contrato-para-estadio-de-pio-lo-usa-pueblo/ar2104285,12 de enero del 2021,"Sedatu defendió contrato por 103.5 mdp para remodelación de estadio de beisbol del equipo que dirige Pío Obrador, pues es usado por pueblo.",139,"La Secretaría de Desarrollo Agrario, Territorial y Urbano (Sedatu) defendió un contrato por 103.5 millones de pesos destinado a la remodelación del estadio de béisbol del equipo dirigido por Pío Obrador. Argumentó que el estadio es utilizado por la comunidad local, lo que justifica la inversión."
Los banqueros preparan Convención en Acapulco pese a recuperación desigual,https://expansion.mx/economia/2024/02/28/amlo-candidatos-a-presidencia-en-convencion-bancaria-2024,28 de febrero del 2024,La 87 Convención Bancaria se celebrará en Acapulco y contará con la presencia del presidente López Obrador y a los tres aspirantes a la presidencia.,148,"La 87 Convención Bancaria se llevará a cabo en Acapulco y contará con la participación del presidente Andrés Manuel López Obrador, así como de los tres aspirantes a la presidencia."
Impugnará Pemex orden de juez  para pagar pensión a Casar,https://www.reforma.com/impugnara-pemex-orden-de-juez-para-pagar-pension-a-casar/ar2806738,13 de mayo del 2024,AMLO afirmó que impugnarán orden de juez que dio a Pemex plazo de 24 horas para reintegrar a Casar pagos de pensión por muerte de su esposo.,140,El presidente Andrés Manuel López Obrador (AMLO) anunció que se impugnará la orden de un juez que requirió a Petróleos Mexicanos (Pemex) reintegrar en un plazo de 24 horas los pagos de pensión a la viuda de un ex trabajador de la empresa. AMLO expresó su desacuerdo con la decisión judicial y destacó que la administración buscará revertirla.
Herrera Corral indaga misterios de la antimateria,https://www.reforma.com/herrera-corral-indaga-misterios-de-la-antimateria/ar2782399,01 de abril del 2024,Gerardo Herrera Corral se interna en uno de los enigmas más grandes del mundo científico: la antimateria; despoja el tema de todo mito.,135,"Gerardo Herrera Corral se adentra en el fascinante campo de la antimateria, uno de los grandes misterios de la ciencia. Su enfoque busca desmitificar este tema, presentándolo de manera clara y accesible, alejándose de las ideas erróneas que a menudo lo rodean. A través de su trabajo, se propone explicar la naturaleza y las propiedades de la antimateria, contribuyendo así a una mejor comprensión de este fenómeno complejo en el ámbito científico."
Invalidan aprehensión  contra 'Billy' Álvarez por lavado,https://www.reforma.com/invalidan-aprehension-contra-billy-alvarez-por-lavado/ar2770244,08 de marzo del 2024,"Tribunal invalidó orden de aprehensión contra Guillermo Álvarez, ex presidente de Cooperativa La Cruz Azul, por lavado de más de 114 mdp.",137,"Un tribunal ha anulado la orden de aprehensión contra Guillermo Álvarez, ex presidente de la Cooperativa La Cruz Azul, quien estaba acusado de lavado de dinero por más de 114 millones de pesos. La decisión del tribunal implica que Álvarez ya no enfrentará esa medida legal, aunque el caso continúa en otros aspectos."
Pagan aseguradoras más de 11.2 mmdp por 'Otis',https://www.reforma.com/pagan-aseguradoras-mas-de-11-2-mmdp-por-otis/ar2790373,15 de abril del 2024,"Aseguradoras pagaron más de 11,200 mdp para la reconstrucción de Guerrero por impacto de 'Otis' en primer trimestre del año, informó AMIS.",138,"Las aseguradoras han desembolsado más de 11,200 millones de pesos para la reconstrucción del estado de Guerrero, tras los daños causados por el huracán 'Otis' en el primer trimestre del año. Esta información fue proporcionada por la Asociación Mexicana de Instituciones de Seguros (AMIS)."
"Llegan vacunas a Morelos, Hidalgo y Puebla",http://www.reforma.com/llegan-vacunas-a-morelos-hidalgo-y-puebla/ar2104440,12 de enero del 2021,"Las vacunas contra el Covid-19 comenzaron a llegar a entidades cercanas a la CDMX como Morelos, Hidalgo, Puebla y Tlaxcala.",123,"Las vacunas contra el Covid-19 han comenzado a ser distribuidas en entidades cercanas a la Ciudad de México, incluyendo Morelos, Hidalgo, Puebla y Tlaxcala. Esta medida forma parte de los esfuerzos para ampliar la cobertura de vacunación en la región."
Bloquean División del Norte por despidos en Auditoría,https://www.reforma.com/bloquean-division-del-norte-por-despidos-en-auditoria/ar2765930,29 de febrero del 2024,"En protesta por despidos en la Auditoria Superior de la Ciudad de México, trabajadores mantienen  un bloqueo en Xochimilco.",123,Trabajadores de la Auditoría Superior de la Ciudad de México han llevado a cabo un bloqueo en Xochimilco como forma de protesta por despidos recientes. La acción busca visibilizar su descontento ante la situación laboral y exigir la reinstalación de los empleados despedidos.
El feminicidio de Montserrat y las pifias de la Fiscalía,https://www.reforma.com/el-feminicidio-de-montserrat-y-las-pifias-de-la-fiscalia/ar2681628,25 de septiembre del 2023,"Sin exámenes, personal ministerial dio como muerte por enfermedad la muerte de Montserrat, cuando todo indica que fue un feminicidio.",133,"La noticia informa sobre la muerte de Montserrat, quien fue registrada oficialmente como fallecida por enfermedad por personal ministerial, a pesar de que existen indicios que sugieren que su muerte podría haber sido un feminicidio. La falta de exámenes y una investigación adecuada han suscitado preocupaciones y críticas sobre el manejo del caso, lo que plantea interrogantes sobre la atención a la violencia de género y la protección de las víctimas."
Así se vio el eclipse solar en México,https://www.reforma.com/asi-se-vio-el-eclipse-solar-en-mexico/ar2786365,08 de abril del 2024,"Luego de casi 33 años, un eclipse total de Sol se apreció en el territorio mexicano; en Mazatlán se dio la totalidad del fenómeno.",130,"Un eclipse total de Sol fue visible en México después de casi 33 años, con su punto culminante en Mazatlán, donde se experimentó la totalidad del fenómeno."
